candle_end_time,open,high,low,close,amount,info
2004-10-27,876.980,885.100,866.560,884.850,7450789.000,
2004-10-28,885.410,892.780,879.470,882.910,5923450.000,
2004-10-29,867.570,881.240,860.680,870.790,6156769.000,
2004-11-01,869.170,875.430,862.420,862.830,3896210.000,
2004-11-02,861.960,865.190,853.390,862.250,3505450.000,
2004-11-03,864.360,879.060,862.050,877.530,4218239.000,
2004-11-04,877.760,885.610,858.140,860.810,4641810.000,
2004-11-05,864.710,870.060,857.460,862.260,3029200.000,
2004-11-08,860.630,866.150,853.310,864.340,1998290.000,
2004-11-09,864.890,871.220,860.280,864.570,1788280.000,
2004-11-10,867.100,904.270,860.960,897.770,8588039.000,
2004-11-11,900.340,914.360,893.300,894.110,8506179.000,
2004-11-12,893.170,902.980,890.350,898.170,4457510.000,
2004-11-15,900.660,909.550,899.620,906.980,3977230.000,
2004-11-16,908.490,911.100,901.110,906.730,3617669.000,
2004-11-17,906.300,906.880,892.930,896.100,2814600.000,
2004-11-18,894.320,901.220,893.480,900.820,2569919.000,
2004-11-19,902.480,907.570,898.240,906.990,3370419.000,
2004-11-22,907.050,910.050,901.670,905.840,3468380.000,
2004-11-23,905.790,905.790,892.650,893.280,3242430.000,
2004-11-24,893.390,902.690,888.210,889.120,3688189.000,
2004-11-25,889.430,893.890,883.690,890.780,3499110.000,
2004-11-26,890.380,893.460,888.210,889.080,2130380.000,
2004-11-29,887.760,889.290,877.980,879.260,2315850.000,
2004-11-30,878.350,882.500,875.890,879.310,2094159.000,
2004-12-01,880.070,881.770,874.660,875.400,1909959.000,
2004-12-02,874.880,875.050,865.130,871.120,3010869.000,
2004-12-03,870.570,878.270,869.570,871.560,2335740.000,
2004-12-06,872.280,877.900,865.960,875.000,1828540.000,
2004-12-07,875.440,878.190,867.730,868.290,2164090.000,
2004-12-08,874.600,878.490,867.070,868.900,2037740.000,
2004-12-09,869.010,890.500,861.820,878.720,5684880.000,
2004-12-10,877.160,881.450,867.740,868.430,2988530.000,
2004-12-13,864.350,867.740,859.000,865.760,2270800.000,
2004-12-14,865.380,870.080,860.350,862.060,2560080.000,
2004-12-15,862.260,872.110,854.850,867.600,3944489.000,
2004-12-16,867.380,875.760,861.170,867.000,3414480.000,
2004-12-17,865.520,866.040,855.630,857.250,2360690.000,
2004-12-20,853.000,853.160,842.720,845.680,2791119.000,
2004-12-21,847.350,855.080,842.650,845.380,2644309.000,
2004-12-22,848.160,865.170,842.320,865.080,5298280.000,
